product_id,sku,product_name,category,brand,unit_price,unit_cost,created_at,is_active,deleted_at
4763,SKU-EHYAZDTXD6,Andes sports 1VM4,sports,Andes,218.53,180.86,2023-12-12T00:45:57,1,
4764,SKU-QPXA6Y38SL,Senda home 3MYB,home,Senda,376.99,166.0,2024-11-26T06:00:52,1,
4765,SKU-P9512OQLF2,Pampa toys KPAI,toys,Pampa,332.79,267.48,2023-11-17T07:41:29,1,
4766,SKU-PU6ZMAAXEX,Mares home UUMB,home,Mares,354.83,196.67,2024-06-22T14:32:25,1,
4767,SKU-OGFHQI5A02,Aurea fashion 4LQA,fashion,Aurea,312.3,137.88,2024-02-25T17:52:59,1,
4768,SKU-36ADJ6ZJ7C,Senda home BQ8L,home,Senda,45.83,21.21,2025-02-05T15:44:18,1,
4769,SKU-MAYSVRFVBT,Aurea toys JTX9,toys,Aurea,18.72,13.83,2025-10-19T22:54:54,1,
4770,SKU-O5KBBLG5F4,Andes automotive HNNR,automotive,Andes,245.69,152.94,2023-10-16T12:19:28,1,
4771,SKU-6W9FJOMXRT,Nova sports D19X,sports,Nova,333.1,175.52,2025-05-06T14:08:39,1,
4772,SKU-YT8BNYHPWN,Mares home XADU,home,Mares,299.24,236.28,2025-02-12T21:09:14,1,
4773,SKU-6QQNKZBCP5,Orion books T0BU,books,Orion,165.21,90.02,2025-01-10T23:52:23,1,
4774,SKU-JQBFDUKGPJ,Nexo home OM5I,home,Nexo,402.13,232.61,2024-10-27T14:17:37,1,
4775,SKU-SL9GRX8XYR,Nexo home Q5CC,home,Nexo,6.73,5.24,2024-02-10T15:01:11,1,
4776,SKU-6V4LC7AZ8R,Senda grocery VCXA,grocery,Senda,155.87,93.06,2024-09-20T00:12:28,1,
4777,SKU-WWNKQ8J0CD,Mares sports K8FW,sports,Mares,321.09,189.9,2025-02-08T04:44:43,1,
4778,SKU-G1HUX45730,Pampa books A4M3,books,Pampa,32.66,13.41,2023-11-17T08:13:33,1,
4779,SKU-S0N5IIIBPG,Luna fashion 58OQ,fashion,Luna,488.4,371.4,2023-10-15T17:31:35,1,
4780,SKU-MSG9QOL1PI,Mares beauty RXBN,beauty,Mares,157.35,131.48,2024-10-10T05:35:31,1,
4781,SKU-ERXG7JM41T,Andes sports 99F0,sports,Andes,441.65,328.85,2024-07-03T08:51:33,1,
4782,SKU-MAAHHBGTTL,Mares automotive PVVB,automotive,Mares,161.57,116.57,2023-11-01T14:09:58,1,
4783,SKU-RDTRZUUSV4,Aurea electronics D64W,electronics,Aurea,36.83,19.6,2024-03-31T05:33:51,1,
4784,SKU-T820KZ3LZI,Luna toys JPIZ,toys,Luna,18.53,9.44,2023-11-03T07:02:58,1,
4785,SKU-KY2SWJANAW,Krypton toys MUUQ,toys,Krypton,217.77,91.75,2024-11-05T10:42:09,1,
4786,SKU-MKXZSM2RHU,Pampa home L5V0,home,Pampa,152.54,91.27,2025-12-15T14:10:50,1,
4787,SKU-BB8Q9QBQ0C,Nexo automotive CJO5,automotive,Nexo,225.19,107.31,2025-06-07T19:21:09,1,
4788,SKU-MU7ODQ4Z8D,Mares electronics NSX0,electronics,Mares,92.53,53.48,2023-08-03T07:06:38,1,
4789,SKU-08GAD612O0,Pampa office HZ99,office,Pampa,201.66,82.16,2026-01-02T10:56:00,1,
4790,SKU-SQD72BTC4D,Senda fashion LJKT,fashion,Senda,86.14,55.77,2024-07-11T13:30:31,1,
4791,SKU-P2XKS47P3Z,Senda automotive VUNF,automotive,Senda,350.26,146.8,2025-02-13T09:39:31,1,
4792,SKU-VW3OLQ3Q5G,Pampa beauty IYHP,beauty,Pampa,71.89,52.17,2024-05-14T10:59:34,1,
4793,SKU-BCLBM0NPO4,Luna home RYZK,home,Luna,246.87,178.24,2025-06-10T03:00:52,1,
4794,SKU-XTLDNMBZRO,Krypton toys 7WWZ,toys,Krypton,461.36,350.01,2024-04-27T23:18:32,1,
4795,SKU-TKRD7E3D9G,Mares fashion D1KZ,fashion,Mares,44.26,19.32,2025-06-27T21:57:28,1,
4796,SKU-KF3QTMT2IG,Senda office TXVJ,office,Senda,166.11,114.4,2023-09-12T18:01:51,1,
4797,SKU-NQINRU2YSF,Luna toys JSQ4,toys,Luna,258.32,209.91,2023-12-13T05:25:07,1,
4798,SKU-RGESKZGLG4,Luna fashion QM1G,fashion,Luna,160.72,79.54,2025-11-18T04:38:06,1,
4799,SKU-28GJ03TXUG,Senda grocery POUF,grocery,Senda,473.99,324.57,2025-12-10T20:11:34,1,
4800,SKU-01ICY3QBEN,Mares toys R5A7,toys,Mares,192.51,83.6,2024-08-23T14:37:28,1,
4801,SKU-X2XKKV168V,Andes office XK0Z,office,Andes,326.95,259.57,2025-08-07T03:54:58,1,
4802,SKU-IFSU2PC5KO,Nova home RXY5,home,Nova,288.27,170.11,2023-08-31T07:38:47,1,
4803,SKU-55A1SYVC17,Andes fashion J9YJ,fashion,Andes,487.0,227.37,2025-09-16T05:23:59,1,
4804,SKU-HZFMZ9NNMF,Nova automotive 484J,automotive,Nova,155.32,106.38,2023-01-16T05:05:42,1,
4805,SKU-6370N3THAH,Orion beauty 5PEY,beauty,Orion,70.66,57.19,2025-10-11T08:11:08,1,
4806,SKU-933R7LFQHK,Krypton home PS5R,home,Krypton,290.37,241.51,2024-06-13T14:24:59,1,
4807,SKU-FDPL25T6YJ,Krypton electronics 9E23,electronics,Krypton,237.49,115.83,2023-09-18T01:33:27,1,
4808,SKU-EIABLJPJ8S,Orion beauty TW3U,beauty,Orion,327.31,158.71,2024-03-30T16:28:56,1,
4809,SKU-CX09LDQ12J,Orion books O9IC,books,Orion,129.42,96.67,2023-07-18T16:37:21,1,
4810,SKU-FL7UPX6XMK,Senda books JF76,books,Senda,108.19,66.18,2023-03-15T12:15:52,1,
4811,SKU-EZVUWSDW3Q,Andes office P987,office,Andes,369.59,296.98,2024-07-19T07:57:19,1,
4812,SKU-53SHS3KYT1,Krypton automotive UVBA,automotive,Krypton,455.09,272.97,2024-10-27T23:53:44,1,
4813,SKU-5T5GPZWT5O,Luna automotive ZXNM,automotive,Luna,120.45,84.05,2024-05-15T04:56:06,1,
4814,SKU-8BUTAT831Y,Senda fashion WQJH,fashion,Senda,319.98,196.17,2023-12-29T03:32:14,1,
4815,SKU-HQ28CMJUYD,Pampa beauty PGBU,beauty,Pampa,270.57,136.27,2023-12-12T16:50:33,1,
4816,SKU-ND5TJ81CFH,Mares fashion PR5A,fashion,Mares,47.18,21.33,2023-10-25T11:32:54,1,
4817,SKU-LL7LFMQD54,Senda grocery 9WHJ,grocery,Senda,475.57,310.82,2023-02-10T22:00:38,1,
4818,SKU-I52TI2OUKY,Pampa grocery AXYV,grocery,Pampa,86.95,58.66,2023-04-14T22:59:41,1,
4819,SKU-UYI6Z3HCVP,Mares home PJ7Q,home,Mares,385.2,293.81,2024-12-06T04:07:10,1,
4820,SKU-WYNZ36V6WP,Andes grocery UB6A,grocery,Andes,29.96,15.23,2023-11-02T05:25:38,1,
4821,SKU-YKKJKBS6IX,Pampa beauty 49C9,beauty,Pampa,180.18,78.04,2023-04-23T15:51:50,1,
4822,SKU-VVMJ2WQDWN,Mares automotive YE9Z,automotive,Mares,277.4,211.01,2023-11-29T13:02:58,1,
4823,SKU-E9B7DCAD57,Mares books IR6M,books,Mares,466.52,229.07,2024-08-11T00:42:58,1,
4824,SKU-LL7KHZD1YW,Nexo office OA3N,office,Nexo,499.96,358.12,2024-03-27T03:50:19,1,
4825,SKU-UYQL4VHRBI,Krypton fashion FFAG,fashion,Krypton,263.1,167.21,2023-12-17T14:14:42,1,
4826,SKU-MTUDT5UPK6,Nexo grocery 5E41,grocery,Nexo,195.04,104.05,2026-02-01T03:18:59,1,
4827,SKU-0J2J1LC6GG,Orion fashion 3VGX,fashion,Orion,263.72,200.6,2025-05-14T06:56:01,1,
4828,SKU-18V4OOB384,Aurea grocery 2N8S,grocery,Aurea,368.9,236.33,2024-08-29T10:36:52,1,
4829,SKU-MQRGIZ0X01,Aurea home L378,home,Aurea,249.5,193.42,2023-01-13T15:03:11,1,
4830,SKU-J1X4B9QNW2,Pampa books Z5XF,books,Pampa,464.96,232.0,2024-06-03T09:53:41,1,
4831,SKU-LT57TSPQEV,Pampa books ILO5,books,Pampa,88.02,73.84,2024-02-14T13:45:20,1,
4832,SKU-DCZU9GZ072,Luna home HG13,home,Luna,406.9,232.03,2023-05-12T12:38:55,1,
4833,SKU-2A5QM19N8T,Mares electronics SBPT,electronics,Mares,284.17,150.02,2023-03-27T07:42:29,1,
4834,SKU-4FQP99Z8UV,Mares automotive 33OL,automotive,Mares,487.36,200.36,2025-12-28T18:27:42,1,
4835,SKU-N4EMPCYUKJ,Orion home 17I7,home,Orion,172.81,122.94,2025-12-28T08:50:33,1,
4836,SKU-HLFPIH9LES,Krypton toys 7WXI,toys,Krypton,432.45,319.18,2025-01-10T11:55:42,1,
4837,SKU-XEM9QLL7O9,Aurea grocery OLZQ,grocery,Aurea,417.02,334.92,2025-03-13T18:59:44,1,
4838,SKU-YEPN3ELNZH,Senda toys KKZB,toys,Senda,337.01,179.08,2024-04-25T09:51:25,1,
4839,SKU-XD2D20SF2L,Senda grocery 7EA4,grocery,Senda,471.81,400.06,2023-10-27T16:35:54,1,
4840,SKU-DSO5GPB887,Mares sports 7TEF,sports,Mares,122.71,69.13,2025-09-06T08:02:58,1,
4841,SKU-Q4P9ZKEKOD,Andes office 0RZ6,office,Andes,71.95,56.1,2023-07-08T01:10:06,1,
4842,SKU-P1HN12ZOD7,Luna books SUP4,books,Luna,461.16,324.86,2025-11-24T23:16:34,1,
4843,SKU-HMRLC4RSWZ,Pampa home PXKM,home,Pampa,115.02,92.69,2025-09-08T22:10:01,1,
4844,SKU-YGKHZK3U26,Pampa automotive O7HS,automotive,Pampa,396.13,180.84,2025-02-04T05:08:33,1,
4845,SKU-7LLHGDSBBQ,Luna electronics RCQ2,electronics,Luna,361.3,191.79,2024-01-24T04:15:26,1,
4846,SKU-1KSCOVQVWK,Krypton electronics E5ES,electronics,Krypton,222.94,121.95,2023-08-02T00:06:57,1,
4847,SKU-GAHFQSGS9V,Pampa home 82P6,home,Pampa,276.87,217.43,2024-04-05T12:36:12,1,
4848,SKU-Y9N4YC4P4M,Krypton electronics NW7J,electronics,Krypton,424.5,296.49,2025-09-14T12:53:12,1,
4849,SKU-DLGTGQLJE2,Pampa electronics XKL1,electronics,Pampa,134.83,60.6,2024-12-29T02:18:48,1,
4850,SKU-KSOUAD7LOP,Aurea automotive 4RQL,automotive,Aurea,244.02,191.56,2024-02-12T08:32:48,1,
4851,SKU-9B0EH7OYWC,Mares beauty KP64,beauty,Mares,363.3,224.06,2025-03-31T12:56:55,1,
4852,SKU-J1SWSBHZSH,Nexo electronics BMP4,electronics,Nexo,484.54,231.06,2025-02-07T14:39:41,1,
4853,SKU-XZAYD9WO4K,Orion fashion 3FQ2,fashion,Orion,318.37,179.71,2025-04-21T11:55:15,1,
4854,SKU-5623ZPAN02,Krypton fashion 451I,fashion,Krypton,139.2,72.21,2023-04-05T06:31:46,1,
4855,SKU-M7QDVQG9F5,Mares home O074,home,Mares,120.25,70.43,2025-10-23T07:14:07,1,
4856,SKU-I3L8DBFTHO,Krypton toys 1FYV,toys,Krypton,40.14,19.45,2023-01-01T15:10:39,1,
4857,SKU-RC0YEFEVV5,Nova beauty JCJO,beauty,Nova,315.71,130.15,2024-06-18T12:35:05,1,
4858,SKU-VGQ0UFR49T,Senda office XJ6T,office,Senda,344.65,176.89,2025-03-13T02:32:17,1,
4859,SKU-3VUZP3US16,Krypton books KIIQ,books,Krypton,227.5,189.84,2024-11-30T06:27:09,1,
4860,SKU-8Q8I9ZEK0D,Andes fashion V7UX,fashion,Andes,459.42,287.19,2025-06-23T02:22:01,1,
4861,SKU-QORE49NUZL,Orion automotive HGQ0,automotive,Orion,406.35,269.81,2025-01-07T02:32:14,1,
4862,SKU-TC8PA59UF4,Luna electronics C8HC,electronics,Luna,31.18,13.7,2025-09-21T18:59:05,1,
4863,SKU-FD28G92AHN,Luna grocery IW92,grocery,Luna,439.45,325.82,2024-11-13T13:24:55,1,
4864,SKU-QZZB2C3H6C,Mares home R4PL,home,Mares,127.81,56.09,2023-04-22T15:43:46,1,
4865,SKU-D4F5BQPYF5,Senda fashion G5JJ,fashion,Senda,15.63,6.67,2024-01-16T17:56:30,1,
4866,SKU-6ENO7HN52L,Aurea fashion 08SI,fashion,Aurea,342.04,223.46,2023-08-15T22:16:09,1,
4867,SKU-VIZCRVGNW3,Nexo office 8M9P,office,Nexo,283.2,166.46,2024-08-08T05:33:16,1,
4868,SKU-Z6PTCBKDZ0,Senda electronics K1E7,electronics,Senda,262.89,127.5,2024-10-28T00:31:11,1,
4869,SKU-BBEUQTMDG2,Luna toys FTRW,toys,Luna,412.11,272.98,2024-04-19T16:35:48,1,
4870,SKU-DTEBIVXQJQ,Luna office LE3D,office,Luna,231.49,175.24,2024-11-16T23:19:38,1,
4871,SKU-QQW7F51WFF,Senda toys FTW7,toys,Senda,169.58,88.41,2023-08-01T03:48:36,1,
4872,SKU-9OPRR7IDJ4,Nexo sports AZ34,sports,Nexo,49.71,28.06,2023-06-20T06:55:59,1,
4873,SKU-ZNGV1CN83S,Senda office 7290,office,Senda,301.3,124.14,2024-07-28T01:24:02,1,
4874,SKU-L5PGZYRJEJ,Nova sports CI8R,sports,Nova,176.04,146.83,2023-12-08T10:29:07,1,
4875,SKU-D70PHNBHSJ,Andes sports 7CBP,sports,Andes,63.93,53.56,2023-10-20T13:29:00,1,
4876,SKU-JKIC73A1ZM,Mares toys U4PX,toys,Mares,306.53,234.85,2025-10-11T10:22:10,1,
4877,SKU-DVKZBNS894,Pampa books T0RG,books,Pampa,204.1,155.01,2023-07-07T21:44:47,1,
4878,SKU-ZQUTGNDVDE,Aurea beauty IX0G,beauty,Aurea,383.79,277.29,2023-03-03T00:03:30,1,
4879,SKU-DNNAPN6MK1,Orion office FI61,office,Orion,424.54,246.4,2023-07-03T09:12:25,1,
4880,SKU-58AK5X5MLS,Nexo office GPE7,office,Nexo,108.35,73.62,2023-09-20T00:13:34,1,
4881,SKU-21L3RQKG8Q,Luna automotive 17M8,automotive,Luna,49.04,28.57,2025-11-08T19:18:17,1,
4882,SKU-H1Y9I1Y6LM,Aurea office 93IP,office,Aurea,287.64,218.59,2023-12-30T19:11:39,1,
4883,SKU-NPCWMY574T,Nova grocery DM43,grocery,Nova,54.79,40.53,2026-01-03T22:49:58,1,
4884,SKU-R9IR2ROF6E,Orion home DX2I,home,Orion,307.45,195.33,2025-11-16T19:14:59,1,
4885,SKU-XG1E1BMXRF,Nexo office DM3L,office,Nexo,355.08,232.62,2023-05-06T21:48:54,1,
4886,SKU-4B1UAAONAP,Aurea fashion UWFK,fashion,Aurea,490.27,416.01,2023-06-02T10:03:48,1,
4887,SKU-13DKVL27TZ,Nexo fashion J5B4,fashion,Nexo,472.18,302.39,2023-09-20T08:16:33,1,
4888,SKU-R66BL9OPLT,Krypton beauty 6DU7,beauty,Krypton,179.52,92.92,2024-10-19T20:52:09,1,
4889,SKU-J44T99U60A,Nexo electronics Z81K,electronics,Nexo,492.36,392.32,2025-01-16T19:13:15,1,
4890,SKU-MVJQDLT8F0,Mares sports UF5U,sports,Mares,435.79,174.33,2023-11-07T03:39:44,1,
4891,SKU-LB7J1GAD5P,Luna toys 3Q9Q,toys,Luna,244.94,140.58,2024-09-20T02:52:34,1,
4892,SKU-D4LCQJNH9N,Pampa fashion LQHH,fashion,Pampa,16.17,7.58,2023-01-06T15:16:15,1,
4893,SKU-4JQ0ZN52ER,Nexo home 61JK,home,Nexo,365.08,248.61,2024-07-20T20:08:02,1,
4894,SKU-U4P8S3834R,Orion office P01T,office,Orion,246.06,179.33,2023-07-11T07:07:58,1,
4895,SKU-4VUYFXIFGT,Krypton electronics GMTF,electronics,Krypton,306.35,137.13,2025-09-10T00:07:38,1,
4896,SKU-1KZGYZ6Q41,Pampa sports 1IXI,sports,Pampa,340.28,152.25,2025-04-21T04:18:44,1,
4897,SKU-59MQXE7WUR,Mares office YH30,office,Mares,65.81,29.23,2024-04-03T19:46:13,1,
4898,SKU-NJ3O5JLBOA,Nova grocery 0XYD,grocery,Nova,203.5,93.23,2024-01-21T14:59:50,1,
4899,SKU-IXGO6EEUAC,Aurea grocery RIGV,grocery,Aurea,196.97,157.55,2023-04-09T07:09:41,1,
4900,SKU-96B8JMNFF6,Pampa automotive SU7I,automotive,Pampa,308.02,261.32,2025-06-14T07:06:38,1,
4901,SKU-MQNYTU4XVL,Nova grocery WTC8,grocery,Nova,489.53,259.54,2025-08-15T12:51:03,1,
4902,SKU-8PUC7EFOHM,Luna electronics LDCH,electronics,Luna,429.82,296.16,2024-04-27T05:20:33,1,
4903,SKU-7Y2T7CBS6G,Aurea grocery 8U6E,grocery,Aurea,372.03,195.68,2023-02-21T10:43:05,1,
4904,SKU-4KJJ6AZ0RV,Krypton grocery MPWT,grocery,Krypton,79.98,61.84,2023-03-18T07:43:22,1,
4905,SKU-LB62CCE8AV,Senda office F71A,office,Senda,476.21,323.99,2025-04-30T15:25:00,1,
4906,SKU-96YKPHHNLG,Andes beauty 8QYF,beauty,Andes,312.22,133.77,2025-07-25T16:59:54,1,
4907,SKU-DCN0DL93J6,Orion books 6GJ0,books,Orion,315.57,218.38,2025-10-21T02:08:55,1,
4908,SKU-M9JIR19EMR,Pampa books HFO1,books,Pampa,400.08,282.18,2025-02-16T22:49:03,1,
4909,SKU-8MKL5PWF9N,Luna electronics 4QUY,electronics,Luna,95.16,60.63,2023-01-14T00:40:28,1,
4910,SKU-IUT4J24N5E,Krypton grocery G4GE,grocery,Krypton,11.58,8.14,2025-08-02T00:01:48,1,
4911,SKU-TE58597M4A,Nova grocery JSCF,grocery,Nova,257.51,126.14,2023-04-13T14:19:43,1,
4912,SKU-G3LIUN6RKY,Luna automotive FV1T,automotive,Luna,309.62,225.85,2025-06-14T12:50:38,1,
4913,SKU-VY8LYNPG03,Krypton fashion NL8N,fashion,Krypton,230.86,190.77,2025-07-27T12:52:32,1,
4914,SKU-DYSFLJ0V5D,Nexo beauty DFBX,beauty,Nexo,21.11,16.94,2025-12-03T22:45:15,1,
4915,SKU-7I4NLZLEXI,Pampa beauty KAA9,beauty,Pampa,57.91,27.01,2025-06-18T15:49:02,1,
4916,SKU-857YCGXWIY,Orion automotive ZMVR,automotive,Orion,264.46,180.89,2024-03-23T02:35:01,1,
4917,SKU-JAMT7QU866,Orion toys YAG4,toys,Orion,497.99,280.31,2026-01-09T07:43:42,1,
4918,SKU-MZNSVT0FOU,Aurea sports BU8Y,sports,Aurea,32.93,15.87,2025-11-09T13:13:36,1,
4919,SKU-7L8GY6VJNF,Luna home 9DLV,home,Luna,297.78,132.42,2023-08-01T09:14:14,1,
4920,SKU-ZFWZSYDJE8,Luna sports NOEL,sports,Luna,452.89,245.56,2024-10-21T06:35:56,1,
4921,SKU-05RBFDI44L,Andes beauty OYJA,beauty,Andes,266.14,137.45,2025-09-04T22:15:51,1,
4922,SKU-62J7WWCCGV,Pampa automotive O8PT,automotive,Pampa,397.35,302.78,2024-01-12T18:03:39,1,
4923,SKU-ABAC2H3P9F,Orion sports NL8A,sports,Orion,175.63,102.69,2025-07-03T19:56:19,1,
4924,SKU-55Y2MGGE4T,Mares office QJED,office,Mares,363.98,218.0,2025-01-09T15:24:54,1,
4925,SKU-6KQLFQLLOU,Krypton home C2YD,home,Krypton,425.39,245.19,2023-03-31T19:03:31,1,
4926,SKU-DJWKY8AQOE,Nova grocery UWHP,grocery,Nova,82.4,40.01,2025-08-18T23:54:56,1,
4927,SKU-FFAN5PESN0,Mares fashion H7QN,fashion,Mares,252.9,144.43,2023-03-03T06:47:43,1,
4928,SKU-E042DX31TZ,Orion office THBN,office,Orion,262.18,145.72,2024-06-25T13:09:42,1,
4929,SKU-L4FFPSGWDQ,Nova electronics UGTE,electronics,Nova,127.45,102.31,2024-02-09T14:23:24,1,
4930,SKU-ACCIB2NEJR,Krypton home JC1L,home,Krypton,470.47,300.1,2023-09-16T12:15:11,1,
4931,SKU-1HV463NRRT,Senda grocery XI2A,grocery,Senda,451.59,261.02,2024-06-19T04:33:25,1,
4932,SKU-6YQ491WR2B,Andes books 8W4E,books,Andes,40.49,33.91,2023-05-20T22:49:11,1,
4933,SKU-YWDDLEMH3E,Senda toys UVPP,toys,Senda,148.7,107.1,2023-06-05T13:13:47,1,
4934,SKU-H18AE9G6ON,Senda grocery NCZ2,grocery,Senda,94.89,38.63,2023-09-30T21:42:14,1,
4935,SKU-ALUQRJ2FI4,Senda home 55G7,home,Senda,70.19,44.85,2023-12-10T01:02:00,1,
4936,SKU-WTS2O6AJ56,Senda grocery GS2H,grocery,Senda,491.59,228.39,2025-10-16T12:54:49,1,
4937,SKU-1DDBRFSJBU,Nova grocery X2KS,grocery,Nova,390.55,297.31,2023-09-18T05:51:49,1,
4938,SKU-P25PASTRCX,Nova sports 8M43,sports,Nova,290.63,200.2,2024-07-09T09:18:38,1,
4939,SKU-CYQ0WU40S3,Andes home 1TIV,home,Andes,414.59,175.96,2023-04-03T14:48:17,1,
4940,SKU-O9MT2IMRZ5,Nova books WXUV,books,Nova,114.22,62.82,2023-04-26T02:58:07,1,
4941,SKU-ZIPUBG7PCR,Luna office 4WOW,office,Luna,411.72,227.38,2025-06-20T15:37:17,1,
4942,SKU-55P0PWOEVR,Andes sports J37D,sports,Andes,124.89,57.48,2023-10-29T21:45:23,1,
4943,SKU-EAB2JRYG67,Krypton grocery JOC3,grocery,Krypton,423.82,254.1,2024-10-31T20:10:22,1,
4944,SKU-N677FXTGJG,Orion toys I1GL,toys,Orion,20.22,11.38,2024-06-29T20:24:08,1,
4945,SKU-35A74S9IU4,Luna toys RDDH,toys,Luna,126.09,104.8,2024-03-11T14:01:28,1,
4946,SKU-SIBIVD6JVR,Luna electronics U8PZ,electronics,Luna,11.93,6.76,2025-09-13T18:28:32,1,
4947,SKU-2K869PTILD,Andes sports TUZJ,sports,Andes,223.35,174.77,2023-03-01T21:53:07,1,
4948,SKU-L8NPC2482K,Mares books S2E3,books,Mares,73.97,31.39,2023-07-10T23:27:27,1,
4949,SKU-S4HM5M7LU1,Luna beauty PZLS,beauty,Luna,309.81,231.24,2025-03-15T10:39:14,1,
4950,SKU-ULQQRNMJ8X,Senda books N73P,books,Senda,307.84,129.37,2023-09-15T05:00:11,1,
4951,SKU-OASDFID33M,Orion fashion AR6R,fashion,Orion,56.9,30.67,2024-08-21T21:07:21,1,
4952,SKU-9VWDBVGPKG,Krypton office GAUJ,office,Krypton,456.37,293.47,2023-09-20T18:44:39,1,
4953,SKU-0MQMJ3UJ9E,Krypton sports BM4O,sports,Krypton,116.03,54.81,2023-10-28T00:46:22,1,
4954,SKU-UZYXAKS5OM,Mares electronics K5JF,electronics,Mares,154.18,77.26,2023-09-17T10:53:44,1,
4955,SKU-3L6G5VIV1P,Pampa grocery NS3Q,grocery,Pampa,75.88,56.93,2026-02-05T08:14:19,1,
4956,SKU-S5POEJFMYY,Nexo sports 2WF7,sports,Nexo,297.41,228.54,2025-04-16T05:25:46,0,2026-08-13T05:25:46
4957,SKU-UI5FVQNJ6V,Mares fashion ZD05,fashion,Mares,118.35,94.9,2025-05-14T21:41:59,1,
4958,SKU-A0LFQGJVRC,Krypton books 3C3X,books,Krypton,145.39,110.13,2025-01-13T07:08:55,1,
4959,SKU-JWV7PZX8Z2,Aurea automotive PPFM,automotive,Aurea,318.5,160.12,2024-06-15T11:47:51,1,
4960,SKU-KX04MP6Z9H,Nova books KAUT,books,Nova,182.75,122.91,2024-09-12T10:59:40,1,
4961,SKU-3LQMRGONO3,Andes toys ZFJ1,toys,Andes,471.74,192.56,2024-09-04T04:08:30,1,
4962,SKU-UAQHS3ZD8R,Krypton fashion NTKU,fashion,Krypton,199.73,148.62,2025-07-20T11:41:30,1,
4963,SKU-TC9O3LQ41L,Senda fashion UCAZ,fashion,Senda,265.51,171.42,2024-07-25T13:51:58,1,
4964,SKU-3DK5AO1CHX,Aurea electronics LI6H,electronics,Aurea,46.7,25.14,2025-01-01T09:00:23,1,
4965,SKU-WTH8T9GB3T,Nova fashion FK4V,fashion,Nova,145.22,61.42,2023-10-31T05:13:08,1,
4966,SKU-SZ9LI6JJ7V,Luna grocery ZTWH,grocery,Luna,312.07,208.46,2025-07-13T12:19:25,1,
4967,SKU-18YTG61MHR,Senda office Y5LK,office,Senda,83.06,52.95,2023-10-29T10:34:33,1,
4968,SKU-6JSNLXYVQB,Andes books 0X8R,books,Andes,20.6,15.15,2024-03-03T08:13:51,1,
4969,SKU-ETH1VXJDRL,Orion grocery E5XW,grocery,Orion,490.56,267.93,2025-05-23T04:27:42,1,
4970,SKU-M5SZ7ITX0D,Orion electronics Y0W2,electronics,Orion,54.85,27.35,2023-04-11T15:05:25,1,
4971,SKU-HVKMQ5AD44,Krypton automotive 4EWQ,automotive,Krypton,39.93,18.65,2023-08-26T10:01:34,1,
4972,SKU-JJSUIZEPFA,Senda grocery 4KZD,grocery,Senda,422.22,192.52,2023-06-25T01:50:56,1,
4973,SKU-5A9E6ZJ4SQ,Senda home KXJK,home,Senda,241.57,196.86,2025-10-24T06:02:49,1,
4974,SKU-B52WTYZMZH,Andes electronics 7PVJ,electronics,Andes,286.73,211.22,2024-05-16T06:27:18,1,
4975,SKU-PZ4UGX62Q5,Senda sports VUA7,sports,Senda,367.91,212.58,2024-11-01T10:39:03,1,
4976,SKU-UFJBCFYRLS,Senda automotive HI1K,automotive,Senda,241.49,147.97,2025-03-05T09:19:44,1,
4977,SKU-MFREPA7XZ6,Nexo toys X86W,toys,Nexo,464.09,334.54,2025-03-04T05:28:12,1,
4978,SKU-POW2G81I1S,Krypton automotive 77I6,automotive,Krypton,80.89,39.96,2023-01-05T15:58:52,1,
4979,SKU-J5E3MCC8L3,Nova toys XUDV,toys,Nova,149.35,95.49,2024-05-27T19:40:47,1,
4980,SKU-EJONG6X520,Pampa sports EW8D,sports,Pampa,155.98,121.04,2023-02-02T00:33:01,1,
4981,SKU-YFT5IOG150,Nova beauty 1DYF,beauty,Nova,366.8,255.2,2025-11-13T18:19:10,1,
4982,SKU-677JJ22MYI,Krypton beauty SYTU,beauty,Krypton,166.22,139.41,2024-05-22T02:37:57,1,
4983,SKU-R3KEMVHYTE,Senda grocery 66IM,grocery,Senda,367.01,272.21,2023-08-20T19:05:55,1,
4984,SKU-ID2CT8QMX1,Nova fashion H17C,fashion,Nova,149.76,70.13,2025-08-12T13:51:29,1,
4985,SKU-SI3VNJXY5U,Mares automotive ICZS,automotive,Mares,25.93,17.67,2023-04-11T06:22:03,1,
4986,SKU-QNOGSJ323L,Nova fashion VJFZ,fashion,Nova,74.86,44.46,2023-02-06T08:16:21,1,
4987,SKU-UIAN2I6ZQL,Aurea toys CE51,toys,Aurea,235.03,115.41,2024-10-16T10:38:19,1,
4988,SKU-WYAOEQ9DZ7,Nexo office AXOV,office,Nexo,114.66,86.85,2024-08-30T10:32:52,1,
4989,SKU-Q1LYU5B9G9,Mares books D1A6,books,Mares,153.02,101.62,2023-11-27T06:26:34,1,
4990,SKU-5TH1W16ETF,Senda sports C5M5,sports,Senda,55.13,35.91,2023-12-13T13:18:50,1,
4991,SKU-32JT6T3HSC,Andes grocery Y960,grocery,Andes,249.98,171.8,2025-01-26T08:57:36,1,
4992,SKU-FMS7YR3JRU,Senda toys IMUQ,toys,Senda,139.85,69.44,2023-05-13T13:34:11,1,
4993,SKU-EF9KT5YG6T,Pampa toys M2O6,toys,Pampa,416.52,332.45,2023-11-25T15:34:45,1,
4994,SKU-2OQ42MRN32,Mares fashion FC0A,fashion,Mares,252.67,176.5,2023-03-01T02:16:49,1,
